 
				
					
					
				Nombre;Descripción del conjunto de datos;Sector;Palabras clave:;Fecha de incorporación al catálogo:;Última actualización de los metadatos:;Frecuencia de actualización:;Editor:;Licencia:;Lugar:;Formatos
Anotaciones de entrada en las Oficinas de Registro del Ayuntamiento de Madrid;" La aplicación informática de registro guarda traza de todas las entradas de documentación al Ayuntamiento de Madrid a través de cualquiera de sus canales, presencial (Oficinas de Registro) electrónico y sistema de interconexión de registros (ORVE/SIR).  Para mejor manejo de la información, se ha agrupado en un único año, la información de 2013 por un lado y la de 2014 por otro. Lógicamente, este último se irá incrementando con la información propia, mes a mes.   La información se actualiza mensualmente, con un decalaje de dos meses, de esta forma sobre el 11 de cada mes, estará la información de dos meses antes (por ejemplo octubre, estaría disponible la información de agosto).   A la derecha, en documentación asociada, tiene un documento explicativo.  ";sector-publico;Atención al Ciudadano,;14/07/2014;12/09/2014 00:00;mensual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,
Bici: Bases de Bicimad, Mapa;" El alquiler de bicicleta pública es un servicio dirigido a todos los ciudadanos y visitantes de la ciudad de Madrid, como elemento alternativo de transporte limpio que contribuye a un modelo de movilidad más sostenible y al fomento de hábitos de transporte más equilibrados y saludables.   Comprende 1.560 bicicletas eléctricas repartidas entre 123 estaciones, algunas de ellas con dos puntos base.   Cada estación se compone del tótem (CIC) que es el centro de interacción con el ciclista y de los anclajes para la colocación de las bicicletas.  El servicio de bicicleta pública está sujeto a unas tarifas aprobadas por el Ayuntamiento de Madrid, las cuales incluyen un seguro que cubre cualquier percance sufrido durante su utilización.   El horario de funcionamiento es de forma ininterrumpida durante las 24 horas del día los 365 días del año.  Este conjunto presenta la misma información que el denominado &quot;Bici: Bases de Bicimad, servicio público de bicicleta eléctrica de la ciudad de Madrid&quot;, pero en un formato que permite su visualización directa en Google Maps, Google Earth y otras aplicaciones GIS.   A la derecha, en documentación asociada, tiene un plano con las estaciones.  ";transporte;Transportes,;12/08/2014;;semestral;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;kml,
Taxi: Modelos de vehículos autorizados;" Relación actualizada de modelos y variantes de vehículos autorizados por el Ayuntamiento de Madrid para el servicio de taxi.  La nueva Ordenanza Reguladora del Taxi establece expresamente unos límites de emisiones por encima de los cuales no podrán prestar servicio los vehículos autotaxi, así como un calendario de implementación por fases, no aplicable a Eurotaxis. (*)    A partir del 1 de enero de 2015: Sólo se pueden sustituir los vehículos por Vehículos Ecotaxi  A partir del 1 de enero de 2020: Sólo podrán prestar servicio vehículos Ecotaxi, excepto aquellos adquiridos antes del 14/12/2012.    A la derecha, en documentación asociada, tiene un documento con el calendario para la sustitución de vehículos.   (*) Eurotaxis: Vehículos Taxi adaptados para el transporte de personas con movilidad reducida. ";transporte;Transportes,;01/09/2014;13/01/2015 00:00;trimestral;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,
Tráfico: Cabezas semáforos;"Tráfico: cabezas de semáforos con toda su información.";transporte;Circulación,;21/07/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;shp,kml,
EMT: Calendario, grupos, líneas y paradas en formato xml;" Información que enlaza directamente con la proporcionada por la  E.M.T ., con toda la información relevante sobre el servicio de líneas de la  E.M.T.  Toda esta información se puede obtener en sus propias páginas web:     http://opendata.emtmadrid.es/    http://www.emtmadrid.es/     En esta última también podrán obtener información en tiempo real, es decir, la ubicación de cada autobús, así como las incidencias del servicio:  http://www.emtmadrid.es/Home/Cambios-en-el-Servicio.aspx    Las coordenadas UTM se encuentran en el sistema de referencia ED50.  La descripción de los campos de cada conjunto de datos, la tienen en la siguiente dirección:     http://opendata.emtmadrid.es/Datos-estaticos/Datos-generales    Su presencia en redes sociales es la siguiente:   En Twitter: @EMTmadrid y @EMTincidencias  En Facebook:  https://www.facebook.com/EMTMadrid   En YouTube:  http://m.youtube.com/user/EMTMADRIDMEDIA   En Blog:  http://blog.emtmadrid.es/   ";transporte;;23/09/2014;;diaria;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xml,
Censo de animales domésticos por distrito;" Censo de animales domésticos de la Ciudad de Madrid, por distritos.  Estos datos han sido facilitados por el Ilustre Colegio Oficial de Veterinarios de Madrid, quien ostenta la explotación de la base de datos del registro de Animales de Compañía de Madrid  (RIAC)  siendo su titularidad de la Comunidad Autónoma de Madrid.  ";salud;Animales,;18/06/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,
Bibliotecas Municipales: Préstamos Activos;" Información relativa a los préstamos activos en la red de Bibliotecas Municipales, es decir, los ejemplares o material que actualmente están prestados, o han sido prestados en el mes indicado.  Atención, la información que se proporciona se actualiza mensualmente, con lo cual es susceptible que dicho volumen ya se haya devuelto. Este conjunto de datos se proporciona a efectos estadísticos o de estudios e investigación, no para dar información en tiempo real de los préstamos. Para una consulta puntual, es mejor utilizar la web municipal, donde existe una consulta on-line para comprobar la situación de un determinado fondo. A la derecha de esta pantalla, tiene un enlace al catálogo en línea en la web municipal.  El primer campo del fichero de préstamos activos corresponde con el código de barras del mismo. Con ese código, se puede obtener toda la información asociada en otro conjunto de datos que es el Catálogo de bibliotecas municipales, también disponible en el portal.  En la parte derecha de esta pantalla, puede encontrar el &ldquo;Estructura de fichero de préstamos activos&rdquo;, que contiene la información necesaria para interpretar este conjunto de datos. También se incluyen las tablas auxiliares de codificación de soportes, bibliotecas, ejemplares, lectores, etc. para su correcta decodificación.   Importante : Aquí se reflejan los ejemplares que han sido prestados en el mes indicado más abajo.  Existen en el Portal otros 3 conjuntos de datos, que se encuentran relacionados con este como son:    Actividades gratuitas en Bibliotecas Municipales en los próximos 60 días    Bibliotecas y bibliobuses en la ciudad de Madrid    Bibliotecas municipales: Catálogo    A la derecha, en documentación asociada, tiene un documento explicativo con la estructura de los campos de los ficheros que se pueden descargar. ";cultura-ocio;Cultura y Ocio,;26/06/2014;;mensual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,
Unidades Integrales de Distrito de Policía Municipal;" Relación de las  Oficinas de Atención al Ciudadano de Policía Municipal ( OACs ).  Se ubican en las 22 Unidades Integrales de Distrito, y en ellas se atienden comunicaciones o demandas de servicios no urgentes.   Además de las oficinas fijas relacionadas, Policía Municipal dispone de oficinas móviles de atención al ciudadano que se ubican en lugares de alta concentración de personas.  ";seguridad;Policía Municipal,;08/07/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Centros de la Escuela Oficial de Idiomas en Madrid;" Relación de Centros de la Escuela Oficial de Idiomas en la ciudad de Madrid.  Son centros oficiales de nivel no universitario dedicados a la enseñanza especializada de idiomas modernos  Las  EEOOII   son dependientes de la Consejería de Educación de la Comunidad Autónoma de Madrid y están enmarcadas dentro de los centros de régimen especial.  ";educacion;Educación,;30/06/2014;30/06/2014 00:00;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Actividades Culturales y de Ocio Municipal en los próximos 100 días;" Relación de actividades de carácter cultural y de ocio Municipales, que se van a celebrar en los próximos 100 días y/o que se están celebrando.  Tenga en cuenta que hay ciertas actividades que aunque son gratuitas , requieren inscripción previa. En el campo &quot;CONTENT-URL&quot;,  esta la url donde puede obtener información adicional de la actividad y donde se especifica si se requiere inscripción y como realizarla . Hay otras actividades, que si tienen un coste asociado,  igualmente tiene la información en la url anterior.   A la derecha, en documentación asociada, tiene un documento explicativo.  ";cultura-ocio;Cultura y Ocio,;24/06/2014;;tiemporeal;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Actividades gratuitas en Bibliotecas Municipales en los próximos 60 días;" Relación de actividades de carácter gratuito, para público infantil y adulto, desarrolladas por las siguientes instituciones de titularidad municipal: la red de Bibliotecas Públicas, la Biblioteca Histórica, la Biblioteca Musical Víctor Espinós, la Hemeroteca y la Imprenta. Se presentan las actividades de los próximos 60 dias.   Tenga en cuenta que hay ciertas actividades que aunque son gratuitas, requieren inscripción previa. En el campo &quot;CONTENT-URL&quot;, esta la url donde puede obtener información adicional de la actividad y donde se especifica si se requiere inscripción y como realizarla.    Existen en el Portal otros 3 conjuntos de datos, que se encuentran relacionados con este como son:    Bibliotecas y bibliobuses en la ciudad de Madrid    Bibliotecas municipales: Catálogo    Bibliotecas Municipales: Préstamos Activos    Sigue a Bibliotecas del Ayuntamiento de Madrid en Redes sociales en:   Twitter:  @bpmmadrid    Facebook:  https://www.facebook.com/bpmmadrid   YouTube:  https://www.youtube.com/user/bpmmadrid   Pinterest:  https://www.pinterest.com/bpmmadrid/    A la derecha, en documentación asociada, tiene un documento explicativo con la estructura de los campos de los ficheros que se pueden descargar. ";cultura-ocio;Bibliotecas,;27/05/2014;;diaria;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Juntas Municipales de Distrito;" Relación de las veintiuna sedes de Juntas municipales de distrito en la ciudad de Madrid. ";sector-publico;;25/11/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Oficinas de turismo en Madrid;" Este conjunto de datos incluye tanto puntos de información turistica municipales, referentes a la ciudad de Madrid, asi como otras oficinas referentes a la Comunidad de Madrid u otras comunidades autónomas, y tambien oficinas turísticas de otros paises. ";turismo;Turismo,;22/05/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Empresas adheridas al Sistema Arbitral de Consumo;" Relación de empresas adheridas al Sistema Arbitral de Consumo y al Código de Buenas Prácticas.  Se ofrecen datos de:   ubicación  contacto  coordenadas para su localización sobre plano  ";comercio;Consumo,;12/03/2014;;mensual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Entidades de participación ciudadana: asociaciones;" Directorio de Asociaciones inscritas en el Registro de Entidades Ciudadanas del Ayuntamiento de Madrid, clasificadas según las categorías establecidas para su inscripción en el artículo 30 del Reglamento Orgánico de Participación Ciudadana.  Lo componen las siguientes: asociaciones culturales, deportivas, de carácter social, de casas regionales, de consumidores y usuarios, de inmigrantes, de Madres y Padres de Alumnos, de mayores, de jubilados y pensionistas, de mujeres, de vecinos, juveniles, medioambientales, de empresarios y profesionales, de salud y apoyo mutuo, de comerciantes y asociaciones para la cooperación al desarrollo. ";sociedad-bienestar;;12/03/2014;07/07/2014 00:00;mensual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Participación ciudadana: Consultas ciudadanas;"Información estadística de la participación ciudadana en las consultas ciudadanas realizadas desde 2004 a 2013.";sector-publico;;15/04/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,
Tráfico: Intensidad media en días laborables;" Suma de las intensidades medias de días laborables de las estaciones permanentes por Zonas y Velocidad media del Tráfico urbano.   Ésta información se ha obtenido del Banco de Datos de la web municipal  www.madrid.es  . A la derecha, en otros sitios de interes, se enlaza con el Banco de Datos y su menú principal, asi como con la opción específica de donde se ha obtenido este fichero, por si se quiere otra explotación. ";transporte;Movilidad y Transportes,Circulación,;15/04/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,
Puntos de atención a mujeres;" Relación de espacios de igualdad y de agentes de igualdad. Atención a violencia de género.   A la derecha, en documentación asociada, tiene un documento explicativo.  ";sociedad-bienestar;;15/04/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Centros para personas sin hogar;" Centros de atención social para personas sin hogar: Albergues sociales y centros de acogida de titularidad municipal o con los que el Ayuntamiento de Madrid tiene suscrito convenio de colaboración.   A la derecha, en documentación asociada, tiene un documento explicativo.  ";sociedad-bienestar;;15/04/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Centros para personas con discapacidad;" Centros de atención a discapacitados físicos e intelectuales. Relación de centros de día, residencias y centros de rehabilitación en la ciudad de Madrid.   A la derecha, en documentación asociada, tiene un documento explicativo.  ";sociedad-bienestar;;15/04/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Voluntarios del Ayuntamiento de Madrid;" Voluntarios inscritos en el Cuerpo de Voluntarios del Ayuntamiento de Madrid, desde el año 2006. ";sociedad-bienestar;Voluntariado,;15/04/2014;01/02/2015 00:00;semestral;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,
Fichero de subvenciones de cooperación al desarrollo;" Subvenciones concedidas a ONG de Desarrollo y municipalidades de países en vías de desarrollo. Este conjunto de datos, es histórico, y recoge la información de los años 1995-2012.  Se presenta, debido al gran interés mostrado por distintos sectores relacionados con la cooperación al desarrollo, universidades y consultorías. ";sociedad-bienestar;Cooperación Al Desarrollo,;15/04/2014;;sindefinir;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,
Centros de Atención para Menores y Familia;" Centros que ofrecen información, asesoramiento, formación y atención a menores y familias, así como programas de prevención y atención a situaciones de desprotección infantil: el Ayuntamiento de Madrid cuenta con diferentes recursos entre los que se encuentran una serie de centros de atención social especializada, con servicios orientados a dar respuesta a necesidades que afectan a la infancia, a la adolescencia y a las familias, llevándose a cabo en:    Centros de Apoyo a las Familias, CAF , cuyas actuaciones tienen por finalidad ayudar a las familias ante las dificultades que puedan surgir en la convivencia familiar, colaborando en la prevención y contención de situaciones de crisis o de conflicto.   Centros de Atención a la Infancia, CAI , ofrecen servicios de prevención, apoyo y atención a los menores en situación de riesgo grave o presunto desamparo y a sus familias , garantizando el buen trato a los menores y el fortalecimiento de las familias mediante el acompañamiento, la supervisión y el tratamiento especializado, aplicando en su intervención estrategias psicológicas, educativas y sociales. Junto con los Servicios de Atención Social Primaria (Centros de Servicios Sociales), configuran la red municipal de protección de menores en la ciudad de Madrid.   Puntos de Encuentro Familiar, PEF , dirigidos a familias con menores en las que se haya producido una ruptura en la convivencia familiar por separación o divorcio de los padres o por acogimiento familiar, y en las que el grado de conflictividad impide o dificulta gravemente el desarrollo del régimen de visitas. Tienen como objetivo favorecer el derecho de los menores a relacionarse con sus familiares. Facilitan a las familias un entorno idóneo y neutral para el desarrollo temporal de comunicación y visitas, siguiendo las pautas que establezcan las instancias judiciales o administrativas competentes.   Centros de Día Infantiles , ofrecen soporte social y educativo en horario no escolar para  favorecer el desarrollo personal y social de los menores entre 3 y 12 años, cuyas familias demandan apoyo para desempeñar su tarea educativa, ya sea porque tienen dificultades para atender a dichos menores o bien porque estos permanecen mucho tiempo solos sin un adulto de referencia.   Centros de Apoyo Socioeducativo y Prelaboral para Adolescentes, ASPA,  donde se desarrollan proyectos dirigidos a: adolescentes de 12 a 18 años en situación de desprotección social o que hayan protagonizado situaciones de violencia en diferentes contextos, y a jóvenes de 16 a 21 años que por factores personales, familiares y sociales, hayan abandonado procesos previos de inserción social y escolar y se encuentren inmersos en situación de riesgo de exclusión, necesitando un acompañamiento para su incorporación al mercado laboral.     A la derecha, en documentación asociada, tiene un documento explicativo.  ";sociedad-bienestar;;15/04/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Tráfico: Semáforos con control Foto-Rojo;" Los sistemas de multa en semáforos con cámara Foto-Rojo controlan el correcto cumplimiento de 26 semáforos de la ciudad. Los sistemas disponen de un sistema de control por luz infrarroja por lo que no necesitan el uso de flash adicional para funcionar por la noche. Solo son capaces de sancionar a aquellos vehículos que disponen de matrícula entre los que se incluyen los coches, furgonetas, camiones, autobuses, motos y ciclomotores.  Los peatones y ciclistas no son capturados con este tipo de sistemas, si bien en zonas específicas se efectúan controles por medio de Policía Municipal y Agentes de Movilidad.  En todas las localizaciones existe una señalización específica de sistema de control Foto-Rojo además de ser sistemas que se colocan de forma normalizada en soportes tipo báculo a 25 metros de distancia de la línea de detención.  Los equipos están diseñados para estar conectados directamente al foco rojo y únicamente pueden obtener fotografías cuando el semáforo se encuentra en fase roja, si la luz del semáforo está en verde o en ámbar los equipos no están activados. La infracción de cualquier semáforo en rojo, supone la perdida de 4 puntos y de la consecuente multa económica.   A la derecha, en documentación asociada, tiene un documento explicativo.  ";seguridad;Circulación,;15/04/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,shp,
Bici: Calles tranquilas;" Se trata de aquellas vías que debido a sus características son más apropiadas para el tránsito de ciclistas.   Atención : en este conjunto de datos, existen tres formatos de descarga que son el formato  SHP  y el formato, KML y el formato  XLS .  Estos ficheros no contienen la misma información .    El fichero zip, esta comprimiendo y agrupando todos los ficheros necesarios para la representación de la información en formato vectorial (ESRI shapefile), para su representación en su  GIS .  Sin embargo, el fichero en formato EXCEL, muestra solamente una parte de la información, los atributos  asociados a los elementos geográficos.   El fichero Kml permite una reresentación gráfica  ";transporte;Urbanismo e infraestructuras,;15/04/2014;04/12/2014 00:00;semestral;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,shp,kml,
Bici: Áreas de descanso;" Las áreas de descanso están distribuidas de forma regular a lo largo del Anillo Verde Ciclista. La mayoría están dotadas de bancos, fuentes de agua potable y arcos para apoyar o candar la bici.   Atención : en este conjunto de datos, existen dos formatos de descarga que son el formato  SHP  y el formato  XLS .  Ambos ficheros no contienen la misma información .    El fichero zip, esta comprimiendo y agrupando todos los ficheros necesarios para la representación de la información en formato vectorial (ESRI shapefile), para su representación en su  GIS .  Sin embargo, el fichero en formato EXCEL, muestra solamente una parte de la información, los atributos  asociados a los elementos geográficos.   ";transporte;;15/04/2014;;semestral;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,shp,
Bici: Avanza bici;" Esta iniciativa permite a los ciclistas, que por sus características presentan una mayor agilidad frente al resto de usuarios, posicionarse en un punto de partida en la regulación semafórica que les garantiza una mayor visibilidad por parte del resto de vehículos.   Atención : en este conjunto de datos, existen dos formatos de descarga que son el formato  SHP  y el formato  XLS .  Ambos ficheros no contienen la misma información .    El fichero zip, esta comprimiendo y agrupando todos los ficheros necesarios para la representación de la información en formato vectorial (ESRI shapefile), para su representación en su  GIS .  Sin embargo, el fichero en formato EXCEL, muestra solamente una parte de la información, los atributos  asociados a los elementos geográficos.   ";transporte;;15/04/2014;05/12/2014 00:00;semestral;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,shp,
Tráfico: Control de accesos a las Áreas de Prioridad Residencial (APR);" Control de accesos a las Áreas de Prioridad Residencial (APR) ";transporte;;15/04/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;shp,
Bici: Cruces semaforizados para bici;" Se trata de aquellas intersecciones semaforizadas que incorporan regulación específica para permitir a la bicicleta salir antes que el resto de vehiculos, garantizandole una mayor visibilidad. ";transporte;Movilidad y Transportes,Circulación,;15/04/2014;05/12/2014 00:00;semestral;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;shp,
Bici: Aparcabicis;" Los aparcabicis son elementos del mobiliario urbano destinados al estacionamiento y candado de las bicicletas.   Atención : en este conjunto de datos, existen dos formatos de descarga que son el formato  SHP  y el formato  XLS .  Ambos ficheros no contienen la misma información .    El fichero zip, esta comprimiendo y agrupando todos los ficheros necesarios para la representación de la información en formato vectorial (ESRI  shapefile ), para su representación en su  GIS .  Sin embargo, el fichero en formato EXCEL, muestra solamente una parte de la información, los atributos  asociados a los elementos geográficos.   ";transporte;;15/04/2014;04/12/2014 00:00;semestral;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,shp,kml,
Bici: Vías ciclistas;" Las Vías ciclistas son aquellas específicamente acondicionadas para el tráfico de ciclos, con la señalización horizontal y vertical correspondiente, y cuyo ancho permite el paso seguro de estos vehículos.   La información proporcionada incluye:   Anillo Verde Ciclista. Información por tramos  Circuitos en parques.  Ej .:  Pradolongo, Parque Calero,  etc.   Vías ciclistas de la ciudad  Vías de fuera de la ciudad. Por  ej .:  Rivas Vaciamadrid, Coslada, Alcalá de Henares, Rascafría,  etc   Vías en Madrid Río   ";transporte;;15/04/2014;04/12/2014 00:00;semestral;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,shp,kml,
Moto: Avanza moto;"Esta iniciativa de crear una línea de detención adelantada, permite a este tipo de vehículos, que por sus características presentan una mayor agilidad frente al resto de usuarios, posicionarse en un punto de partida en la regulación semafórica que les garantiza el inicio de la marcha sin interferir con el resto de automóviles.";transporte;Movilidad y Transportes,Medio Ambiente,;15/04/2014;;semestral;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,shp,
Moto: Reservas moto;"Ante el espectacular aumento del número de motocicletas y ciclomotores, ha crecido la demanda de espacio para el estacionamiento de estos vehículos. El Ayuntamiento de Madrid ha hecho un notable esfuerzo instalando reservas de estacionamiento para motos, principalmente en las zona más centricas de la ciudad y allí donde el uso es más necesario (zonas de oficinas, comercios, ocio, etc..)";transporte;Movilidad y Transportes,Circulación,Aparcamiento,Medio Ambiente,;15/04/2014;04/12/2014 00:00;semestral;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,shp,kml,
Cementerios de Madrid;"Listado de cementerios de la ciudad de Madrid.";sociedad-bienestar;;15/04/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Contenedores de ropa oficiales del Ayuntamiento de Madrid;" Relación de ubicaciones de los contenedores de ropa oficiales, que tiene el Ayuntamiento de Madrid, indicando tambien la dependencia municipal donde se encuentran ubicados.  Las coordenadas geográficas que se incluyen se refieren a la puerta de entrada a dicha dependencia, y no a la ubicación real dentro de la misma. ";medio-ambiente;;12/03/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,
Valores catastrales de las unidades urbanas por tipo de propietario y distrito.;" Valores catastrales de las unidades urbanas por tipo de propietario y distrito. Contiene los datos del periodo 2008-2014.  Esta información también esta disponible en el banco de datos del Ayuntamiento de Madrid.  ";hacienda;Vivienda,Hacienda,;12/03/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,
Parque de vehículos existentes 2009 a 2013;"Parque de vehículos existentes (2009-2013).";hacienda;Información financiera y presupuestaria,Hacienda,;12/03/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,
Impuesto sobre Construcciones, Instalaciones y Obras (ICIO):  Autoliquidaciones (2005-2013);" Impuesto sobre Construcciones, Instalaciones y Obras (ICIO):  Autoliquidaciones (2005-2013). ";hacienda;;12/03/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,
Impuesto sobre el Incremento de Valor de los Terrenos de Naturaleza Urbana (IIVTNU):  Autoliquidación 2013;" Impuesto sobre el Incremento de Valor de los Terrenos de Naturaleza Urbana (IIVTNU):  Autoliquidación 2013. ";hacienda;;12/03/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,
Empresas por epígrafe de actividad económica (2013);" Empresas por epígrafe de actividad económica (2013): Impuestos Actividades Economicas (IAE). ";hacienda;;12/03/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,
Tráfico: Información de intensidad media diaria (estudios anuales) 2012 y 2013;" En este conjunto de datos, se presentan los diferentes estudios anuales de intensidad media diaria. Actualmente está disponible el estudio del 2012 y el estudio del 2013.   Estos estudios anuales se suelen tener en el último trimestre del año siguiente, con lo cual la previsión para tener la información de 2014, puede ser el último trimestre de 2015.  Presenta la información relativa a intensidad media de tráfico en Madrid e intensidad en horas punta, por viales y tramos, con detalle del volumen por tipo de vehículos.  En la parte derecha en Documentación Asociada, puede obtener la información de otros años en pdf y los planos y listados.   A la derecha, en documentación asociada, tiene un documento explicativo.  ";transporte;;12/03/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,shp,kmz,
Centros municipales de enseñanzas artísticas;" La red de centros municipales de educación artística se compone de  proporciona formación de Arte Dramático, de Cerámica, de Música y de Danza.  La forrmación  musical se imparte en 13 centros y las clases de danza española, contemporánea y clásica en uno de ellos.   La Escuelas municipales de Música y Danza en ocasiones están en el mismo edificio que un Centro Cultural, por lo que, tanto los espacios comunes como el Salón de Actos, son compartidos por ambos servicios. ";sociedad-bienestar;;15/04/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Universidades, colegios mayores, residencias universitarias y otros;" Relación de distintos tipos de centros educativos, públicos y privados, que ofrecen formación universitaria en la ciudad de Madrid, incluidos campus o centros ubicados fuera de la ciudad, pero cuya sede central si esté en Madrid.  La información de facultades, colegios mayores, escuelas universitarias y otros centros universitarios es la que consta en la web del Ayuntamiento de Madrid.  Se proporciona información relativa a titulaciones impartidas.   A la derecha, en documentación asociada, tiene un documento explicativo.  ";educacion;Educación,;12/03/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Presupuestos municipales 2012-2014;" Presupuestos Municipales de los años 2012-2014. Contiene previsión de ingresos, gastos e inversiones.  El nivel de granularidad con que se presentan el presupuesto y su ejecución mensual supone que los ciudadanos y las instituciones interesadas tienen toda la información necesaria para un estudio detallado.  Existen en el Portal de Datos Abiertos, los siguientes conjuntos de datos relacionados con información presupuestaria:    Presupuestos Municipales 2015     Presupuestos Municipales: Ejecución presupuestaria 2011-2014    Presupuestos Municipales: Ejecución presupuestaria 2015    A la derecha, en documentación asociada, tiene un documento explicativo con la estructura de los campos de los ficheros que se pueden descargar. ";hacienda;Gestión Presupuestaria,Hacienda,;12/03/2014;05/01/2015 00:00;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,
PGOUM 97. Estado de desarrollo de los ámbitos;" Estado de desarrollo de los ámbitos dentro del PGOUM 97.  Nota: Son datos actualizados a 1 de enero de 2015.  ";urbanismo-infraestructuras;Urbanismo e infraestructuras,;12/03/2014;05/03/2015 00:00;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,
PGOUM 97. Edificabilidad remanente en ámbitos;" Edificabilidad remanente en ámbitos del PGOUM 97.  Nota: Son datos actualizados a 1 de enero de 2015.  ";urbanismo-infraestructuras;;12/03/2014;05/03/2015 00:00;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,
